,input,output
928,"['указ', 'президиум', 'верховный', 'совет', 'усср', '«', 'об', 'укрупнение', 'сельский', 'район', 'крымский', 'область', '»', ',', 'от', '30', 'декабрь', '1962', 'год', 'советский', 'район', 'быть', 'упразднённый', 'и', 'сельский', 'совет', 'включить', 'в', 'нижнегорский', '.']","[['по', 'указ', 'президиум', 'усср', '""', 'о', 'расширение', 'сельский', 'регион', 'крым', '""', 'советский', 'район', 'быть', 'упразднённый', '.'], ['30', 'декабрь', '1962', 'год', 'советский', 'район', 'упразднить', 'по', 'указ', '""', 'об', 'укрупнение', 'сельский', 'район', 'крымский', 'область', '""', '.']]"
929,"['указ', 'и', 'распоряжение', 'президент', 'российский', 'федерация', 'не', 'должный', 'противоречить', 'конституция', 'российский', 'федерация', 'и', 'федеральный', 'закон', '.']","[['указ', 'презент', 'должный', 'совпадать', 'с', 'конституция', 'и', 'закон', '.'], ['указ', 'президент', 'должный', 'быть', 'законный']]"
930,"['украина', 'богатый', 'туристический', 'возможность', ':', 'карпаты', ',', 'исторический', 'памятник', 'старинный', 'украинский', 'город', ',', 'сельский', '(', 'зелёный', ')', 'туризм', 'и', 'природный', 'заповедник', '.']","[['украина', 'состоятельный', 'туристский', 'вероятность', ':', 'карпаты', ',', 'исторический', 'монумент', 'давний', 'украинский', 'населённый', 'пунктовгород', ',', 'сельский', '(', 'зелёный', ')', 'туризм', 'и', 'природный', 'заповедник', '.'], ['украина', 'иметь', 'больший', 'экскурсионный', 'возможность', ':', 'карпаты', ',', 'исторический', 'памятник', 'древний', 'украинский', 'город', ',', 'деревенский', '(', 'зелёный', ')', 'туризм', 'и', 'природный', 'заказник', '.'], ['карпаты', ',', 'исторический', 'памятник', 'украинский', 'город', ',', 'сельский', 'туризм', 'и', 'природный', 'заповедник', '-', 'это', 'туристический', 'возможность', 'украина', ',', 'который', 'он', 'богатый', '.']]"
931,"['улучшение', 'оксигенация', 'лёгкий', ',', 'наблюдаемый', 'переть', 'интенсификация', 'дыхание', 'в', 'разрежённый', 'воздух', 'горный', 'курорт', ',', 'способствовать', 'торможение', 'рост', 'и', 'размножение', 'микобактерия', '.']","[['повышение', 'наполнение', 'кислород', 'лёгкий', ',', 'происходящий', 'переть', 'учащение', 'дыхание', 'в', 'разряженный', 'горн', 'воздух', ',', 'благоприятно', 'для', 'угнетение', 'микобактерия', '.'], ['улучшение', 'насыщение', 'кислород', 'лёгкий', 'переть', 'учащение', 'дыхание', 'в', 'разреженный', 'горн', 'воздух', ',', 'способствовать', 'снижение', 'рост', 'и', 'размножение', 'бактерия', '.'], ['дыхание', 'в', 'разрежённый', 'воздух', 'горный', 'курорт', 'большой', 'насыщать', 'кислород', 'лёгкое', 'и', 'способствовать', 'торможение', 'размножение', 'микобактерия', '.'], ['улучшение', 'обогащение', 'лёгкий', 'кислород', ',', 'который', 'наблюдаться', 'переть', 'усиление', 'функция', 'дыхание', 'в', 'разрежённый', 'воздух', 'горный', 'курорт', ',', 'способствовать', 'также', 'размножение', 'и', 'рост', 'микобактерия', '.'], ['разряженный', 'воздух', 'горный', 'курорт', 'очищать', 'лёгкое', 'и', 'препятствовать', 'размножение', 'микобактерия', '.']]"
932,"['университет', 'лихтенштейн', '(', 'он', '.', 'universität', 'liechtenstein', ')', '—', 'один', 'из', 'четыре', 'центр', 'высокий', 'образование', 'княжество', 'лихтенштейн', ',', 'расположенный', 'в', 'город', 'вадуц', '.']","[['в', 'лихтенштейн', 'быть', 'четыре', 'университет', ',', 'один', 'из', 'который', 'в', 'город', 'вадуц']]"
933,"['условие', '(', 'главный', 'образ', ',', 'масса', ')', ',', 'переть', 'который', 'конечный', 'состояние', 'эволюция', 'звезда', 'являться', 'чёрный', 'дыра', ',', 'изученный', 'недостаточно', 'хорошо', ',', 'так', 'как', 'для', 'это', 'необходимый', 'знать', 'поведение', 'и', 'состояние', 'вещество', 'переть', 'чрезвычайно', 'высокий', 'плотность', ',', 'недоступный', 'экспериментальный', 'изучение', '.']","[['чёрный', 'дыра', 'как', 'конечный', 'точка', 'эволюция', 'звезда', 'изученный', 'плохо', ',', 'потому', 'что', 'для', 'это', 'надо', 'знать', 'состояние', 'вещество', 'переть', 'высокий', 'плотность', '.'], ['условие', ',', 'переть', 'который', 'звезда', 'становиться', 'чёрный', 'дыра', ',', 'изученный', 'плохо', 'из-за', 'недоступность', 'эксперимент', '.']]"
934,"['усталость', 'от', 'война', 'наблюдаться', 'как', 'в', 'город', ',', 'так', 'и', 'в', 'деревня', ',', 'в', 'больший', 'же', 'степень', '—', 'в', 'армия', '.']","[['от', 'война', 'устать', 'город', ',', 'деревня', 'и', 'армия', '.'], ['на', 'война', 'наблюдаться', 'усталость', 'армия'], ['от', 'война', 'устать', 'и', 'горожанин', ',', 'и', 'житель', 'деревня', '.', 'но', 'большой', 'всего', '-', 'сам', 'армия', '.']]"
935,"['утвердить', 'христианство', ',', 'олафа', 'изменить', 'закон', 'страна', 'согласно', 'новый', 'условие', 'жизнь', 'и', 'составить', 'церковный', 'уложение', '.']","[['олафа', 'утвердить', 'христианство', 'и', 'изменить', 'закон', 'страна', '.'], ['одобрить', 'христианство', ',', 'олафа', 'поменять', 'закон', 'страна', 'по', 'современный', 'условие', 'жизнь', 'и', 'придумать', 'церковный', 'уложение', '.'], ['олафа', 'внести', 'изменение', 'в', 'закон', '.'], ['олафа', 'установить', 'христианство', 'и', 'составить', 'церковный', 'закон', '.'], ['правитель', 'олафа', 'приказать', 'весь', 'верить', 'в', 'христос', 'и', 'поменять', 'закон', 'страна', 'и', 'церковь', 'так', ',', 'чтобы', 'он', 'соответствовать', 'новый', 'условие', 'жизнь', '.']]"
936,"['утечка', 'золото', 'предполагать', 'обратный', 'эффект', ':', 'сокращение', 'денежный', 'база', ',', 'сокращение', 'денежный', 'масса', ',', 'дефляция', 'и', 'повышение', 'процентный', 'ставок', '.']","[['переть', 'утечка', 'золото', 'должный', 'быть', 'быть', 'обратный', 'эффект', ':', 'сокращение', 'денежный', 'средство', 'и', 'повышение', 'процентный', 'ставок'], ['переть', 'трата', 'золото', 'ожидаться', 'не', 'то', 'итог', ':', 'уменьшение', 'ден', ',', 'уменьшение', 'объём', 'весь', 'деньга', ',', 'повышение', 'процент'], ['утечка', 'золото', '-этый', 'сокращение', 'денежный', 'масса', ',', 'дефляция', 'и', 'повышение', 'процентный', 'ставок', '.']]"
937,"['фавро', 'планировать', 'снять', 'один', 'из', 'серия', 'второй', 'сезон', 'в', 'качество', 'режиссёр', ';', 'он', 'также', 'заявить', ',', 'что', 'быть', 'слишком', 'занятый', 'производство', '«', 'король', 'лев', '»', ',', 'чтобы', 'снять', 'какой-либо', 'из', 'эпизод', 'первый', 'сезон', 'сериал', '.']","[['фавро', 'хотеть', 'участвовать', 'в', 'съёмка', 'сериал', 'только', 'в', 'второй', 'сезон', ',', 'до', 'это', 'он', 'быть', 'слишком', 'занятый', 'мультфильм', '""', 'король', 'лев', '""', '.'], ['режиссёр', 'фавро', 'не', 'снимать', 'первый', 'сезон', 'сериал', ',', 'так', '.', 'к', '.', 'быть', 'занятый', 'производство', '«', 'король', 'лев', '»', '.', 'но', 'он', 'планировать', 'снять', 'второй', 'сезон', '.']]"
938,"['федеральный', 'суд', 'в', 'основный', 'заниматься', 'пересмотр', 'дело', 'и', 'проверять', 'решение', 'суд', 'земля', 'на', 'предмет', 'формальный', 'законность', '.']","[['федеральный', 'суд', 'пересматривать', 'дело', 'и', 'проверять', ',', 'законный', 'ли', 'решение', 'другой', 'суд'], ['главный', 'в', 'страна', 'суд', 'пересматривать', 'дело', 'и', 'проверять', 'законность', 'решение', 'суд', 'земля', '.']]"
939,"['фигурант', 'два', 'скандал', 'об', 'иностранный', 'вмешательство', 'в', 'выбор', 'молдавия', 'стать', 'бывший', 'председатель', 'европейский', 'комиссия', 'дональд', 'тускнуть', '.']","[['в', 'скандал', 'о', 'вмешательство', 'в', 'выбор', 'в', 'молдавия', 'фигурант', 'стать', 'дональд', 'тускнуть', '.'], ['дональд', 'тускнуть', 'стать', 'фигурант', 'скандал', 'о', 'вмешательство', 'иностранец', 'в', 'выбор', 'молдавия', '.'], ['дональд', 'тускнуть', 'быть', 'руководящий', 'лицо', 'в', 'европейский', 'комиссия', '.', 'он', 'стать', 'участник', 'дело', 'о', 'вмешательство', 'в', 'выбор', 'молдавия', '.'], ['дональд', 'тускнуть', 'участвовать', 'в', 'два', 'скандал', 'переть', 'проведение', 'выбор', 'в', 'молдавия', '.'], ['в', 'два', 'скандал', ',', 'связанный', 'с', 'иностранный', 'вмешательство', 'в', 'выбор', 'в', 'молдавия', 'оказаться', 'замешанный', 'бывший', 'председатель', 'европейский', 'комиссия', 'дональд', 'тускнуть', '.']]"
940,"['фигура', '(', 'кроме', 'конь', ')', 'передвигаться', 'по', 'прямой', 'линия', ',', 'переть', 'это', 'всё', 'промежуточный', 'поле', 'между', 'начальный', 'и', 'конечный', 'должный', 'быть', 'свободный', '(', 'на', 'он', 'не', 'должный', 'быть', 'свой', 'или', 'чужой', 'фигура', ')', '.']","[['фигура', '(', 'кроме', 'конь', ')', 'передвигаться', 'по', 'прямой', 'линия', ',', 'и', 'только', 'если', 'всё', 'поле', 'на', 'он', 'путь', 'свободный', '.'], ['фигура', ',', 'за', 'исключение', 'конь', ',', 'ходить', 'по', 'прямой', '.', 'на', 'поле', 'между', 'начальный', 'и', 'конечный', 'не', 'должный', 'быть', 'другой', 'фигура', '.'], ['фигура', ',', 'кроме', 'конь', ',', 'двигаться', 'по', 'прямой', '.', 'на', 'клетка', 'между', 'начальный', 'и', 'конечный', 'не', 'должный', 'быть', 'другой', 'фигура', '.'], ['шахматный', 'фигура', 'ходить', 'по', 'прямой', ',', 'и', 'на', 'он', 'путь', 'не', 'должный', 'быть', 'другой', 'фигура', '.'], ['всё', 'фигура', 'ходить', 'прямо', ',', 'кроме', 'конь', '.', 'а', 'поле', 'между', 'он', 'свободный', ',', 'там', 'не', 'должный', 'быть', 'никакой', 'фигура']]"
941,"['финский', 'закон', 'основываться', 'на', 'шведский', ',', 'а', 'в', 'более', 'широкий', 'смысл', '—', 'на', 'гражданский', 'право', 'и', 'римский', 'право', '.']","[['в', 'основа', 'финский', 'закон', 'лежать', 'гражданский', 'и', 'римский', 'право'], ['финский', 'закон', 'основываться', 'на', 'шведский', ',', 'на', 'гражданский', 'право', 'и', 'римский', 'право', '.'], ['финский', 'закон', 'основываться', 'на', 'шведский', '.']]"
942,"['флешбэк', 'мочь', 'проявляться', 'в', 'форма', 'зрительный', 'образ', ',', 'звук', ',', 'запах', ',', 'тактильный', 'и', 'вкусовой', 'ощущение', ',', 'имевший', 'место', 'в', 'момент', 'травма', '.']","[['флэшбек', 'проявляться', 'в', 'вид', 'различный', 'образ', 'и', 'ощущение', '.']]"
943,"['форма', 'сбор', 'дань', 'быть', 'полюдье', ',', 'когда', 'князь', 'с', 'дружина', 'с', 'ноябрь', 'по', 'апрель', 'объезжать', 'подданный', '.']","[['с', 'ноябрь', 'по', 'апрель', 'князь', 'с', 'дружина', 'объезжать', 'подданный', 'и', 'собирать', 'дань'], ['князь', 'со', 'свой', 'войско', 'ездить', 'и', 'собирать', 'с', 'человек', 'дань', '.'], ['полюдье', '-', 'сбор', 'дань', 'с', 'ноябрь', 'по', 'апрель'], ['полюдье', '-', 'это', 'форма', 'сбор', 'дань', 'князь', 'с', 'ноябрь', 'по', 'апрель', '.'], ['князь', 'с', 'дружина', 'собирать', 'дань', 'с', 'подданный', '(', 'полюдье', ')', 'с', 'ноябрь', 'по', 'апрель', '.']]"
944,"['формула', ',', 'приведённый', 'у', 'эйнштейн', ',', 'переть', 'внешний', 'сходство', 'с', 'формула', 'пуанкаре', 'иметь', 'иной', 'физический', 'содержание', '.']","[['формула', ',', 'который', 'привести', 'эйнштейн', ',', 'похожий', 'с', 'формула', 'пуанкаре', 'иметь', 'другой', 'физический', 'смысл', '.'], ['формула', 'энштейн', 'и', 'пуанкаре', 'отличаться', 'по', 'смысл'], ['формула', 'энштейн', 'и', 'пуанкаре', 'иметь', 'разный', 'физический', 'содержание', '.'], ['формула', 'энштейн', 'и', 'пуанкаре', 'похожий', ',', 'но', 'разный', 'по', 'содержание', '.'], ['схожий', 'формула', 'энштейн', 'и', 'пуанкаре', 'иметь', 'разный', 'физический', 'содержание', '.']]"
945,"['форпост', 'быть', 'построенный', 'на', 'право', 'берег', 'ишим', ',', 'где', 'сейчас', 'расположенный', 'стадион', 'на', 'улица', 'кенесар', '.']","[['на', 'место', 'стадион', 'на', 'улица', 'кенесар', 'находиться', 'форпост', '.'], ['форпост', 'быть', 'построенный', 'на', 'право', 'берег', 'ишим', ',', 'сейчас', 'это', 'стадион', '.'], ['форпост', 'быть', 'построенный', 'на', 'право', 'берег', 'ишим'], ['форпост', 'быть', 'построенный', 'на', 'право', 'берег', 'ишим', ',', 'где', 'сейчас', 'расположенный', 'стадион', 'на', 'улица', 'кенесар', '.'], ['рядом', 'с', 'форпост', 'расположенный', 'стадион', '.']]"
946,"['фредди', 'прийти', 'на', 'прослушивание', 'и', 'в', 'то', 'же', 'день', 'быть', 'принятый', ',', 'так', 'как', 'другой', 'участник', 'понравиться', 'он', 'голос', 'и', 'манера', 'двигаться', '.']","[['фредди', 'быть', 'принятый', 'в', 'день', 'прослушивание', ',', 'весь', 'понравиться', 'он', 'голос', 'и', 'манера', 'двигаться', '.']]"
947,"['фредди', 'проявлять', 'интерес', 'к', 'музыка', 'и', 'живопись', ',', 'постоянно', 'делать', 'рисунок', 'для', 'друг', 'и', 'родственник', '.']","[['фредди', 'рисовать', 'для', 'друг', 'и', 'родный', '.'], ['фредди', 'увлекаться', 'музыка', 'и', 'рисование', '.'], ['фредди', 'нравиться', 'рисование', 'и', 'музыка', '.'], ['фредди', 'интересоваться', 'музыка', ',', 'живопись', ',', 'рисовать', 'для', 'друг', 'и', 'родственник', '.'], ['фредди', 'очень', 'любить', 'музыка', 'и', 'рисование', '.', 'он', 'всегда', 'для', 'весь', 'рисовать', 'подарок', '.']]"
948,"['фриз', '(', 'итал', '.', 'frisa', ')', '—', 'коммуна', 'в', 'италия', ',', 'расположенный', 'в', 'регион', 'абруццо', ',', 'подчиняться', 'административный', 'центр', 'кьести', '.']","[['фриз', '-', 'итальянский', 'коммуна', ',', 'который', 'находиться', 'в', 'абруццо', 'и', 'подчиняться', 'кьести', '.'], ['фриз', '-', 'коммуна', 'в', 'италия', ',', 'в', 'регион', 'абруццо', ',', 'в', 'управление', 'административный', 'центр', 'кьести', '.']]"
949,"['функционировать', 'сельскохозяйственный', 'техникум', ',', 'педагогический', 'институт', ',', 'медицинский', 'и', 'музыкальный', 'училище', ',', 'историко-краеведческий', 'музей', ',', 'драматический', 'театр', '.']","[['работать', 'высокий', 'и', 'средне-специальный', 'учебный', 'заведение', ',', 'музей', ',', 'театр', '.'], ['работать', 'техникум', 'сельский', 'хозяйство', ',', 'педагогический', 'институт', ',', 'медицинский', 'и', 'музыкальный', 'училище', ',', 'краеведческий', 'музей', 'и', 'драматический', 'театр', '.'], ['работать', 'сельскохозяйственный', 'техникум', ',', 'пединститут', ',', 'медицинский', 'и', 'музыкальный', 'училище', ',', 'историко-краеведческий', 'музей', 'и', 'драматический', 'театр', '.'], ['работать', 'педагогический', 'институт', ',', 'драматический', 'театр', ',', 'множество', 'другой', 'образовательный', 'и', 'культурный', 'центр', '.'], ['работать', 'учреждение', 'культура', '-', 'краеведческий', 'музей', ',', 'драмтеатр', ',', 'музыкальный', 'и', 'медучилище', ',', 'пединститут', ',', 'сельхозтехникум', '.']]"
950,"['харц', 'объяснять', 'консерватизм', 'в', 'квебек', 'и', 'латинский', 'америка', 'как', 'результат', 'первый', 'поселение', 'в', 'вид', 'феодальный', 'община', '.']","[['харц', 'объяснять', 'вера', 'в', 'традиционный', 'ценность', 'в', 'квебек', 'и', 'латинский', 'америка', 'первый', 'поселение', 'землеладельчиский', 'община', '.'], ['харц', 'объяснить', ',', 'что', 'квебек', 'и', 'латинский', 'америка', 'исторически', 'придерживаться', 'традиционный', 'ценность', '.'], ['харц', 'считать', 'консерватизм', 'в', 'квебек', 'и', 'латинский', 'америка', 'результат', 'первый', 'поселение', 'феодал', '.'], ['по', 'мнение', 'харец', 'консерватизм', 'в', 'квебек', 'и', 'латинский', 'америка', 'стать', 'результат', 'первый', 'поселение', 'в', 'вид', 'феодальный', 'община', '.'], ['первый', 'посёлок', 'в', 'квебек', 'и', 'латинский', 'америка', 'быть', 'феодальный', 'община', '.']]"
951,"['хотя', 'в', 'целое', 'сенат', 'не', 'быть', 'склонный', 'доверять', 'цезарь', ',', 'идея', 'о', 'мирный', 'разрешение', 'спор', 'поддерживать', 'большинство', 'сенатор', '.']","[['сенат', 'поддержать', 'идея', 'мирный', 'решение', 'спор', ',', 'даже', 'не', 'доверять', 'цезарь', '.'], ['большинство', 'сенатор', 'выступать', 'за', 'мир', '.'], ['сенат', 'в', 'целое', 'не', 'доверять', 'цезарь', ',', 'но', 'он', 'идея', 'о', 'мирный', 'разрешение', 'спор', 'поддерживать', '.']]"
952,"['хотя', 'в', 'глава', 'новый', 'государство', 'встать', 'верховный', 'правитель', ',', 'конгресс', 'не', 'смочь', 'прийти', 'к', 'соглашение', 'о', 'форма', 'государственный', 'власть', '.']","[['новый', 'государство', 'возглавить', 'верховный', 'правитель', '.', 'но', 'конгресс', 'не', 'прийти', 'к', 'согласие', 'о', 'форма', 'власть', 'в', 'страна', '.'], ['в', 'глава', 'новый', 'государство', 'стоять', 'верховный', 'правитель', ',', 'однако', 'конгресс', 'так', 'и', 'не', 'определить', 'форма', 'государственный', 'власть', '.'], ['для', 'новый', 'государство', 'не', 'смочь', 'придумать', 'форма', 'правление', '.']]"
953,"['хотя', 'исследование', 'предполагать', 'возможность', 'генетический', 'база', ',', 'не', 'существовать', 'известный', 'генетический', 'этиология', ',', 'и', 'нейровизуализация', 'не', 'идентифицировать', 'ясный', 'общий', 'патология', '.']","[['не', 'существовать', 'известный', 'генетический', 'этиология'], ['патологический', 'исследование', 'ра', 'фон', 'генетический', 'база', 'человек', '.'], ['исследование', 'предполагать', 'возможность', 'генетический', 'база', ',', 'но', 'не', 'существовать', 'известный', 'генетический', 'этиология', ',', 'который', 'идентифицировать', 'бы', 'общий', 'патология'], ['генетический', 'этиология', 'и', 'нейровизуализация', 'не', 'идентифицировать', 'ясный', 'общий', 'патология', '.'], ['осмотр', 'не', 'доказывать', ',', 'что', 'болезнь', 'наследственный', '.']]"
954,"['хотя', 'мечта', 'пётр', 'не', 'сужденный', 'быть', 'сбыться', ',', 'именно', 'зарубежный', 'опыт', 'лечь', 'в', 'основа', 'дальнейший', 'застройка', '.']","[['пётр', 'начать', 'стройка', ',', 'увидеть', 'похожий', 'за', 'рубеж', '.'], ['хоть', 'мечта', 'пётр', 'не', 'сбыться', ',', 'опыт', 'который', 'он', 'получить', 'зарубеж', 'помочь', 'он', 'в', 'дальнейший', '.'], ['зарубежный', 'опыт', 'пётр', 'быть', 'использованный', 'в', 'дальнейший', 'застройка', '.'], ['хоть', 'мечта', 'пётр', 'и', 'не', 'сбыться', ',', 'зарубежный', 'опыт', 'основать', 'дальнейший', 'застройка', '.']]"
955,"['хотя', 'ни', 'один', 'теория', 'о', 'природа', 'сексуальный', 'ориентация', 'ещё', 'не', 'получить', 'широкий', 'поддержка', ',', 'учёный', 'отдавать', 'предпочтение', 'биологически', 'обоснованный', 'теория', '.']","[['природа', 'сексуальный', 'ориентация', '-', 'биологический', '.'], ['ни', 'один', 'теория', 'о', 'природа', 'сексуальный', 'ориентация', 'ещё', 'не', 'получить', 'подтверждение', ',', 'но', 'учёный', 'поддерживать', 'биологически', 'обоснованный', 'теория', '.'], ['теория', 'о', 'природа', 'сексуальный', 'ориентация', ',', 'не', 'получить', 'широкий', 'поддержка', ',', 'ученный', 'предпочитать', 'биологически', 'обоснованный', 'теория']]"
956,"['хотя', 'основной', 'сила', 'по-прежнему', 'составлять', 'пехота', ',', 'боевой', 'колесница', 'стать', 'играть', 'более', 'важный', 'роль', '.']","[['пеший', 'войско', 'быть', 'основный', ',', 'но', 'колесница', 'стать', 'более', 'важный', '.'], ['колесница', 'стать', 'важный', 'в', 'бой', '.'], ['пехота', 'составлять', 'основной', 'сила', ',', 'но', 'боевой', 'колесница', 'стать', 'играть', 'более', 'важный', 'роль', '.'], ['главный', 'быть', 'пехота', ',', 'но', 'также', 'стать', 'большой', 'боевой', 'колесница', '.'], ['боевой', 'колесница', 'стать', 'играть', 'более', 'важный', 'роль', 'по', 'сравнение', 'с', 'пехота', '.']]"
957,"['хотя', 'эйсид-джаз', 'не', 'вполне', 'правомочный', 'относить', 'к', 'джазовый', 'стиль', ',', 'который', 'развиваться', 'от', 'общий', 'древо', 'джазовый', 'традиция', ',', 'но', 'он', 'нельзя', 'и', 'совершенно', 'игнорировать', 'переть', 'разбор', 'жанровый', 'многообразие', 'джазовый', 'музыка', '.']","[['хотя', 'эйсид-джаз', 'сложно', 'относить', 'к', 'джазовый', 'стиль', ',', 'но', 'он', 'нельзя', 'и', 'не', 'замечать', '.'], ['джазовый', 'музыка', 'разнообразный', ';', 'к', 'он', 'с', 'некоторый', 'оговорка', 'можно', 'отнести', 'и', 'эйсид-джаз', '.']]"
958,"['цель', 'митинг', 'быть', 'выражение', 'несогласие', 'с', 'результат', 'проведённый', 'выбор', 'и', 'обвинение', 'власть', 'в', 'масштабный', 'фальсификация', '.']","[['участник', 'митинг', 'быть', 'несогласный', 'с', 'результат', 'выбор', 'и', 'обвинять', 'власть', 'в', 'фальсификация', '.'], ['на', 'митинг', 'выражать', 'несогласие', 'с', 'результат', 'выбор', ',', 'обвинять', 'власть', 'в', 'подтасовка', '.'], ['митингующий', 'выступать', 'против', 'нечестный', 'выбор', 'и', 'фальсификация', 'на', 'избирательный', 'участок', '.'], ['цель', 'митинг', '-', 'несогласие', 'с', 'результат', 'выбор', 'и', 'обвинение', 'власть', 'в', 'крупный', 'подтасовка', '.'], ['цель', 'митинг', '-и', 'обвинение', 'власть', 'фальсификация', 'результат', 'проведённый', 'выбор', '.']]"
959,"['центр', 'нефтехимический', 'промышленность', 'расположенный', 'в', 'антверпен', ',', 'в', 'брюссель', 'располагаться', 'штаб-квартира', 'крупный', 'химический', 'и', 'фармацевтический', 'компания', 'solvay', '.']","[['в', 'брюссель', 'располагаться', 'штаб-квартира', 'крупный', 'химический', 'и', 'фармацевтический', 'компания', 'solvay', '.']]"
960,"['централизация', 'иранский', 'государство', 'возобновиться', 'с', 'приход', 'к', 'власть', 'кызылбашский', 'династия', 'сефевид', ',', 'положивший', 'конец', 'правление', 'потомок', 'монгольский', 'завоеватель', '.']","[['к', 'власть', 'прийти', 'кызылбашский', 'династия', 'сефевид', 'и', 'монгол', 'перестать', 'править', '.'], ['кызылбашский', 'династия', 'сефевид', 'положить', 'конец', 'правление', 'монгол', 'и', 'продолжить', 'централизация', 'иранский', 'государство', '.'], ['централизация', 'иран', 'начаться', 'в', 'время', 'династия', 'сефеид', ',', 'потомок', 'могнольский', 'завоеватель']]"
961,"['централизация', 'революционный', 'правительство', ',', 'террор', 'и', 'казнь', 'оппонент', 'справа', 'и', 'слева', 'привести', 'решение', 'всяческий', 'политический', 'разногласие', 'в', 'поле', 'заговор', 'и', 'интрига', '.']","[['концентрация', 'новаторский', 'правительство', ',', 'насилие', 'также', 'экзекуция', 'оппонент', 'с', 'правый', 'сторона', 'также', 'по', 'левый', 'сторона', 'повергнуть', 'разрешение', 'разнообразный', 'общественно-политический', 'расхождение', 'в', 'область', 'заговор', 'также', 'подсиживание', '.'], ['объединение', 'революционный', 'правительство', ',', 'запугивание', 'и', 'казнь', 'противник', 'справа', 'и', 'слева', 'перевести', 'всё', 'политический', 'разногласие', 'в', 'стадия', 'сговор', 'и', 'интрига', '.'], ['централизованный', 'революционный', 'правительство', ',', 'место', 'террор', ',', 'сплетень', 'интрига', '.'], ['из-за', 'террор', 'и', 'казнь', 'противник', 'в', 'политический', 'жизнь', 'стать', 'много', 'заговор', 'и', 'интрига', '.'], ['централизация', 'правительство', ',', 'террор', 'и', 'казнь', 'оппонент', 'привести', 'решение', 'политический', 'разногласие', 'к', 'заговор', 'и', 'интрига', '.']]"
962,"['цитокиновый', 'шторм', 'мочь', 'оказаться', 'сложно', 'различить', 'на', 'фон', 'исходный', 'заболевание', 'из-за', 'схожесть', 'протекаемый', 'процесс', '.']","[['цитокиновый', 'шторм', 'трудно', 'отличить', 'от', 'другой', 'заболевание', ',', 'если', 'он', 'симптом', 'похожий', '.']]"
963,"['цукерберг', 'быть', 'обвинённый', 'администрация', 'в', 'нарушение', 'безопасность', ',', 'авторский', 'правый', ',', 'неприкосновенность', 'частный', 'жизнь', ';', 'наказание', 'должный', 'быть', 'стать', 'исключение', '.']","[['цукерберг', 'мочь', 'исключить', 'из-за', 'нарушение', 'авторский', 'правый', 'и', 'клевета'], ['администрация', 'обвинить', 'цукерберг', 'в', 'нарушение', 'безопасность', 'и', 'в', 'сфера', 'авторский', 'право', ',', 'вмешательство', 'в', 'частный', 'жизнь', '.', 'это', 'должный', 'быть', 'повлечь', 'исключение', '.'], ['цукерберг', 'нарушить', 'авторский', 'право', ',', 'взломать', 'система', 'безопасность', '.', 'он', 'должный', 'быть', 'исключить', 'в', 'качество', 'наказание'], ['цукерберг', 'быть', 'обвинённый', 'за', 'свой', 'деяние', 'исключение', '.'], ['администрация', 'обвинить', 'цукерберг', 'в', 'нарушение', 'авторский', 'правый', ',', 'безопасность', 'и', 'хотеть', 'наказать', 'исключение', '.']]"
964,"['чай', 'считаться', 'в', 'азербайджан', 'хороший', 'средство', 'утоление', 'жажда', 'в', 'жаркий', 'погода', '(', 'подробный', 'см', '.', 'статья', 'азербайджанский', 'чайный', 'культура', ')', '.']","[['азербайджанец', 'считать', 'чай', 'хороший', 'напиток', 'в', 'жар', '.'], ['чай', '-', 'хороший', 'средство', 'утоление', 'жажда'], ['чай', 'в', 'азербайджан', '-хороший', 'средство', 'для', 'утоление', 'жажда', '.'], ['чай', 'в', 'азербайджан', 'являться', 'средство', 'утоление', 'жажда', 'в', 'жар', '.'], ['в', 'азербайджан', 'считать', ',', 'что', 'когда', 'хотеться', 'пить', 'в', 'время', 'жара', ',', 'хороший', 'всего', 'пить', 'чай', '.']]"
965,"['часть', 'французский', 'армия', ',', 'поредевший', 'на', 'марш', 'из', 'москва', ',', 'входить', 'в', 'смоленск', 'целый', 'неделя', 'с', 'надежда', 'на', 'отдых', 'и', 'питание', '.']","[['неделя', 'французский', 'солдат', 'входить', 'в', 'смоленск', 'с', 'надежда', 'на', 'отдых', 'и', 'ехать', '.'], ['французский', 'армия', 'надеяться', 'отдохнуть', 'в', 'смоленск', '.']]"
966,"['часто', 'наблюдаться', 'беспокойный', 'движение', 'в', 'кисть', 'и', 'стопа', ';', 'сидя', 'на', 'стул', ',', 'извиваться', 'на', 'место', '.']","[['часто', 'наблюдаться', 'беспокойный', 'движение', 'в', 'кисть', 'и', 'стопа', '.'], ['рука', 'и', 'нога', 'в', 'судорога', 'когда', 'сидеть', 'на', 'стул'], ['можно', 'увидеть', 'беспокойство', 'конечный', ',', 'не', 'мочь', 'спокойно', 'сидеть']]"
967,"['часто', 'сигнальный', 'функция', 'объединять', 'с', 'регуляторный', ',', 'так', 'как', 'многие', 'внутриклеточный', 'регуляторный', 'белка', 'тоже', 'осуществлять', 'передача', 'сигнал', '.']","[['в', 'организм', 'белка', 'выполнять', 'много', 'функция']]"
